transaction_date;product;price;payment_Type;name;city;state;country;account_created;last_login
01/10/2009 07:37;Product1;1215;Visa;Peter;Shankill;Dublin;Ireland;10/11/2008 03:19;2/13/09 13:32
1/20/09 5:53;Product1;1163;Diners;Ashlee;Oxford;England;United Kingdom;1/14/09 4:35;2/13/09 14:15
01/06/2009 10:34;Product1;1302;Mastercard;Anja;New York;NY;United States;01/06/2009 10:03;2/13/09 14:41
1/23/09 5:14;Product1;1229;Visa;Ellen Walton;Melbourne;Victoria;Australia;12/16/07 17:05;2/13/09 15:28
1/14/09 16:02;Product1;1269;Mastercard;Jessica;Woodland Hills;CA;United States;1/14/09 14:53;2/13/09 16:45
1/14/09 18:05;Product1;1187;Visa;Wouter and Andrea;Anchorage;AK;United States;01/10/2009 03:19;2/13/09 17:22
01/08/2009 20:52;Product1;1145;Visa;Pam and Rob;Yorba Linda;CA;United States;11/18/08 20:03;2/13/09 19:32
01/07/2009 13:57;Product1;1125;Visa;Elsa;Waiwera;Auckland;New Zealand;01/07/2009 13:32;2/13/09 19:54
1/25/09 10:34;Product1;1153;Amex;kathleen kane;Jamaica Plain;MA;United States;1/19/09 19:01;2/13/09 20:20
1/28/09 4:35;Product1;1110;Diners;Selene;Oslo;Oslo;Norway;04/05/2005 05:30;2/13/09 23:15
1/19/09 3:25;Product1;1148;Visa;Christy;Setagaya;Tokyo;Japan;01/10/2006 04:49;2/14/09 1:03
1/18/09 0:41;Product2;1909;Visa;Hanna Agla;Donauworth;Bayern;Germany;9/21/06 23:27;2/14/09 1:11
1/27/09 2:38;Product1;1248;Visa;Elyse;Bandon;Cork;Ireland;11/30/07 9:25;2/14/09 3:36
1/16/09 6:04;Product1;1245;Mastercard;Alexis;Ehingen an der Donau;Baden-Wurttemberg;Germany;1/15/09 2:56;2/14/09 5:05
01/05/2009 05:30;Product1;1354;Visa;M George;Paris;Ile-de-France;France;01/05/2009 04:11;2/14/09 5:34
01/09/2009 14:55;Product1;1189;Visa;John;Banbury;England;United Kingdom;01/08/2009 16:23;2/14/09 7:27
1/29/09 10:07;Product1;1399;Visa;cheryl;Beverly Hills;CA;United States;1/27/09 8:42;2/14/09 10:01
1/27/09 3:55;Product1;1151;Amex;R;Danderyd;Stockholm;Sweden;9/13/06 10:09;2/14/09 10:37
1/25/09 12:35;Product2;1625;Visa;Charlene;Sebastopol;CA;United States;1/25/09 10:42;2/14/09 10:40
01/03/2009 16:56;Product1;1113;Visa;Cindy;Glendora;CA;United States;3/13/04 14:09;2/14/09 11:23
01/12/2009 12:04;Product1;1280;Visa;Ed;Nacka;Stockholm;Sweden;12/05/2007 12:48;2/14/09 12:32
1/27/09 3:19;Product1;1159;Mastercard;Astrid;Canterbury;England;United Kingdom;1/27/09 1:01;2/14/09 13:35
1/24/09 9:30;Product1;1236;Visa;Nicole;Neuchatel;Neuchatel;Switzerland;1/24/09 5:24;2/14/09 13:45
1/25/09 18:33;Product1;1217;Visa;Maria Macarena;Billings;MT;United States;1/23/09 9:35;2/14/09 16:27
1/15/09 11:43;Product1;1152;Visa;Maggie;Libertyville;IL;United States;10/24/08 19:02;2/14/09 17:43
1/23/09 16:30;Product2;1634;Amex;Christophe;Temecula;CA;United States;01/09/2009 15:59;2/14/09 19:11
01/05/2009 12:57;Product1;1105;Diners;Manoj;Boise;ID;United States;01/05/2009 09:32;2/14/09 19:19
1/29/09 16:52;Product1;1312;Visa;Brenda;Rock Hill;SC;United States;1/25/09 12:00;2/14/09 19:34
01/10/2009 00:04;Product1;1377;Mastercard;Lizelle;Mililani;HI;United States;01/09/2009 23:37;2/14/09 19:34
01/03/2009 14:17;Product2;1953;Visa;Kees en Valesca;Scamander;Tasmania;Australia;01/03/2009 13:53;2/14/09 20:11
1/15/09 9:00;Product1;1105;Visa;Cormac;Freeport City;Freeport;The Bahamas;1/15/09 8:10;2/14/09 20:36
1/24/09 20:58;Product1;1298;Visa;jacqueline;North Vancouver;British Columbia;Canada;12/28/08 15:54;2/14/09 22:12
01/10/2009 11:53;Product1;1150;Visa;Martin;Ludwigsburg;Baden-Wurttemberg;Germany;1/17/08 8:20;2/15/09 1:42
01/04/2009 17:34;Product1;1267;Mastercard;Dean;Rockingham;Western Australia;Australia;10/20/07 19:09;2/15/09 2:14
1/28/09 0:22;Product1;1124;Visa;VERBENA;Basel;Basel-Town;Switzerland;9/27/08 0:24;2/15/09 3:20
1/17/09 1:49;Product1;1366;Mastercard;Angel Marie;Den Haag;Zuid-Holland;Netherlands;1/13/09 5:09;2/15/09 5:19
1/25/09 17:48;Product1;1296;Visa;olla;Westminster;CO;United States;1/24/09 23:48;2/15/09 8:08
1/22/09 5:39;Product2;1820;Visa;Eman;Penclawdd;Wales;United Kingdom;1/14/09 13:33;2/15/09 8:34
1/19/09 15:40;Product2;1772;Visa;Julia;Ede;Gelderland;Netherlands;1/19/09 14:32;2/15/09 10:33
1/21/09 23:52;Product1;1158;Visa;Sarah;Plan-les-Ouattes;Geneve;Switzerland;11/23/08 4:51;2/15/09 11:16
1/19/09 13:15;Product1;1228;Visa;Esther;Stocksund;Stockholm;Sweden;5/29/07 1:32;2/15/09 11:39
1/16/09 7:35;Product1;1124;Diners;amy;Stuttgart;Baden-Wurttemberg;Germany;10/06/2006 02:02;2/15/09 12:00
1/22/09 9:48;Product2;1615;Mastercard;Jyoti;Tunbridge Wells;England;United Kingdom;01/08/2008 14:37;2/15/09 13:36
1/18/09 12:05;Product2;1731;Visa;Keri;Issaquah;WA;United States;01/05/2009 19:24;2/15/09 13:40
01/04/2009 10:44;Product1;1163;Diners;Paul;Burnaby;British Columbia;Canada;11/26/08 20:16;2/15/09 13:46
1/20/09 14:55;Product1;1220;Mastercard;Attie;Cypress;CA;United States;9/27/08 7:22;2/15/09 15:23
01/02/2009 18:41;Product1;1248;Visa;odile;Lititz;PA;United States;02/01/2006 08:47;2/15/09 15:47
01/02/2009 07:03;Product1;1332;Visa;gail;London;England;United Kingdom;5/24/08 11:10;2/15/09 16:04
1/21/09 7:19;Product1;1263;Visa;Niki;Chadds Ford;PA;United States;03/05/2008 11:25;2/15/09 16:06
01/11/2009 17:52;Product2;1862;Visa;Danny;St Thomas;VI;United States;9/17/03 11:57;2/15/09 18:08
1/16/09 17:56;Product1;1395;Mastercard;Sarah;Coppell;TX;United States;1/16/09 12:57;2/15/09 20:13
01/09/2009 20:00;Product1;1109;Visa;Beckie;Ladera Ranch;CA;United States;01/06/2009 13:50;2/15/09 23:10
1/13/09 2:47;Product1;1185;Visa;Maryse;Rathfarnham;Dublin;Ireland;1/13/09 2:35;2/16/09 0:09
1/19/09 4:23;Product2;1843;Mastercard;don;Cagliari;Sardinia;Italy;1/13/08 11:41;2/16/09 0:22
1/13/09 12:51;Product1;1339;Visa;Majken;Charlottenlund;Kobenhavn;Denmark;5/27/08 18:51;2/16/09 1:05
1/29/09 7:40;Product1;1382;Amex;Karen and Andrew;Munchen;Bayern;Germany;7/29/03 9:23;2/16/09 2:39
1/21/09 4:34;Product1;1203;Visa;Katerina;Firenze;Tuscany;Italy;4/24/08 0:57;2/16/09 3:45
01/07/2009 13:28;Product1;1257;Mastercard;Mary;Baile Atha Bui;Meath;Ireland;9/21/05 15:42;2/16/09 3:51
1/26/09 16:47;Product1;1122;Visa;Oscar;Chamonix-Mont-Blanc;Rhone-Alpes;France;1/26/09 4:53;2/16/09 5:01
1/29/09 1:01;Product1;1139;Diners;Suejean;Gingins;Vaud;Switzerland;1/20/09 6:14;2/16/09 5:09
1/25/09 12:55;Product1;1119;Amex;ann;Boca Raton;FL;United States;12/06/2008 15:26;2/16/09 6:54
1/24/09 13:35;Product1;1246;Visa;Renee;Chaska;MN;United States;05/11/2006 13:27;2/16/09 9:00
1/28/09 13:30;Product1;1179;Visa;Catherine;Hghlnds Ranch;CO;United States;1/28/09 13:03;2/16/09 9:13
1/20/09 19:08;Product1;1113;Amex;Rhonda;Atlanta;GA;United States;11/21/08 5:52;2/16/09 10:08
1/29/09 17:13;Product1;1126;Amex;alix;Tenafly;NJ;United States;12/12/2007 12:26;2/16/09 10:19
01/02/2009 05:33;Product1;1196;Visa;Mike;Aberdeen;Scotland;United Kingdom;10/18/04 4:53;2/16/09 11:12
1/31/09 11:03;Product1;1136;Visa;Diane;Djurgarden;Stockholm;Sweden;1/25/09 3:48;2/16/09 12:08
1/13/09 9:16;Product1;1156;Visa;Sigrun;Nashville;TN;United States;01/12/2009 20:48;2/16/09 12:33
1/19/09 12:38;Product1;1295;Visa;Dania;Munich;Bayern;Germany;1/19/09 11:47;2/16/09 12:46
1/18/09 12:14;Product2;1832;Mastercard;Kelsi;Utrecht;Utrecht;Netherlands;12/12/2008 03:30;2/16/09 12:49
1/22/09 10:59;Product1;1332;Visa;Maria;Boyceville;WI;United States;01/02/2009 14:09;2/16/09 14:50
1/14/09 7:30;Product1;1385;Visa;Bent Erik;Basauri;Pais Vasco;Spain;02/03/2008 02:56;2/16/09 15:04
1/19/09 1:52;Product1;1338;Amex;Kirsten;Melbourne;Victoria;Australia;4/24/07 4:36;2/17/09 1:20
01/08/2009 23:00;Product1;1223;Visa;Dickson;Kemerburgaz;Istanbul;Turkey;9/16/08 2:07;2/17/09 1:29
1/25/09 7:29;Product1;1270;Diners;Howard;Worcester;England;United Kingdom;1/22/09 14:02;2/17/09 3:00
1/17/09 15:19;Product1;1140;Visa;Dana;Thurles;Tipperary;Ireland;1/15/09 9:13;2/17/09 3:26
1/23/09 12:23;Product1;1389;Mastercard;Nola;Den Haag;Zuid-Holland;Netherlands;1/23/09 11:11;2/17/09 3:35
1/24/09 8:45;Product1;1366;Visa;Elizabeth;Cos Cob;CT;United States;11/08/2008 14:45;2/17/09 3:40
1/27/09 3:45;Product2;1768;Visa;minjeong;Bern;Bern;Switzerland;1/27/09 2:39;2/17/09 3:44
1/29/09 23:48;Product1;1122;Visa;Matt;Leicester;England;United Kingdom;11/15/08 6:49;2/17/09 5:47
01/03/2009 18:43;Product1;1299;Visa;Vanessa;Cornwall;Ontario;Canada;07/03/2006 08:36;2/17/09 6:17
1/24/09 17:18;Product2;1885;Visa;Charlotte;Sterling;VA;United States;2/15/08 15:34;2/17/09 6:26
01/02/2009 15:13;Product1;1387;Visa;Rowena;Cork;Cork;Ireland;01/10/2006 07:05;2/17/09 6:38
01/08/2009 10:44;Product1;1199;Visa;Catherine;Mount Forest;Ontario;Canada;01/06/2009 13:03;2/17/09 6:39
1/29/09 8:13;Product1;1148;Mastercard;Sarah;Ridgefield;CT;United States;1/28/08 13:55;2/17/09 7:55
1/24/09 10:26;Product1;1107;Visa;sorcha;Porto Alegre;Rio Grande do Sul;Brazil;1/24/09 4:47;2/17/09 8:05
1/24/09 12:56;Product1;1209;Visa;sorcha;Cartierville;Quebec;Canada;01/12/2009 21:34;2/17/09 9:19
01/07/2009 13:38;Product1;1326;Mastercard;Mary;Stuttgart;Baden-Wurttemberg;Germany;01/06/2009 13:40;2/17/09 9:32
1/23/09 15:38;Product1;1365;Visa;Ronja;Manhattan;NY;United States;1/17/09 15:05;2/17/09 10:58
1/26/09 14:43;Product1;1170;Visa;Nicola;Sneem;Kerry;Ireland;1/26/09 13:55;2/17/09 11:07
1/17/09 20:33;Product1;1324;Amex;BURCAK;Alpharetta;GA;United States;01/09/2009 11:26;2/17/09 12:31
01/05/2009 09:15;Product1;1202;Visa;isabelle;Sainte-Therese-de-Blainville;Quebec;Canada;8/21/08 9:43;2/17/09 12:34
1/20/09 8:16;Product1;1395;Mastercard;christy;Germantown;TN;United States;01/06/2009 08:33;2/17/09 13:01
1/29/09 12:46;Product1;1287;Visa;Lilly;Castleknock;Dublin;Ireland;1/19/09 16:00;2/17/09 14:06
1/15/09 18:12;Product1;1368;Diners;Mandy;Hono;HI;United States;1/29/07 13:21;2/17/09 14:17
1/23/09 13:55;Product1;1257;Mastercard;Elena;New Rochelle;NY;United States;08/07/2005 15:07;2/17/09 15:16
1/26/09 10:26;Product1;1376;Visa;Lolarae;Calgary;Alberta;Canada;1/26/09 10:16;2/17/09 15:17
01/12/2009 11:48;Product1;1216;Mastercard;Lisa;South Waterford;ME;United States;07/05/2007 14:58;2/17/09 15:29
1/29/09 15:20;Product1;1205;Mastercard;Nita and Trebor;Washington Township;OH;United States;1/18/09 20:47;2/17/09 16:29
1/28/09 7:26;Product1;1155;Visa;Jenevieve;Guelph;Ontario;Canada;1/23/09 19:04;2/17/09 18:08
1/14/09 0:03;Product2;1916;Mastercard;Piret;Bunbury;Western Australia;Australia;6/16/08 18:22;2/17/09 19:31
1/13/09 1:55;Product1;1311;Mastercard;Damian;Mettlach;Saarland;Germany;04/01/2006 22:29;2/17/09 20:45
01/12/2009 23:21;Product1;1349;Mastercard;Lusell;Oberwil;Basel-Country;Switzerland;01/06/2009 02:47;2/17/09 22:57
1/22/09 2:16;Product1;1299;Visa;Costanza;Beykoz;Istanbul;Turkey;09/07/2008 11:43;2/18/09 0:27
1/29/09 12:53;Product1;1127;Visa;Vanessa;Arc-et-Senans;Franche-Comte;France;1/29/09 10:10;2/18/09 1:03
1/28/09 11:36;Product1;1227;Diners;Evelyn;Grossbodungen;Thuringia;Germany;1/28/09 11:08;2/18/09 2:04
1/19/09 6:50;Product1;1310;Amex;Nicola;Bruxelles;Brussels (Bruxelles);Belgium;7/13/08 11:29;2/18/09 2:30
1/30/09 5:20;Product1;1118;Visa;Simone;Kilcornan;Limerick;Ireland;1/30/09 4:06;2/18/09 7:23
1/19/09 14:06;Product1;1228;Mastercard;Elisabeth;Wilmington;NC;United States;1/19/09 12:41;2/18/09 8:18
01/08/2009 09:43;Product1;1111;Visa;Kasey;Aix-en-Provence;Provence-Alpes-Cote d'Azur;France;01/05/2009 09:05;2/18/09 8:38
1/23/09 9:09;Product2;1700;Amex;Olympe;Lidingo;Stockholm;Sweden;1/18/06 11:49;2/18/09 8:45
1/20/09 8:58;Product1;1368;Visa;James;Edmonton;Alberta;Canada;12/24/08 17:51;2/18/09 9:42
01/02/2009 13:35;Product1;1284;Visa;Alyssa;Antibes;Provence-Alpes-Cote d'Azur;France;7/29/08 12:32;2/18/09 10:28
01/09/2009 15:03;Product1;1103;Visa;Reto;Seattle;WA;United States;01/08/2009 18:59;2/18/09 15:51
1/23/09 7:04;Product1;1307;Amex;Joelle;Rowayton;CT;United States;1/20/09 10:46;2/18/09 16:55
1/17/09 10:14;Product1;1146;Mastercard;Nicole;Simcoe;Ontario;Canada;1/17/09 7:46;2/18/09 18:49
1/19/09 16:16;Product1;1140;Mastercard;Alexandria;Lebanon;PA;United States;09/03/2008 19:26;2/18/09 19:38
1/20/09 13:54;Product1;1306;Mastercard;Elisabeth;Birkdale;Queensland;Australia;12/20/05 23:05;2/18/09 23:07
1/23/09 21:35;Product1;1148;Visa;Ann;Brisbane;Queensland;Australia;4/21/07 19:33;2/18/09 23:12
1/21/09 23:41;Product1;1316;Visa;Olga;Strasbourg;Alsace;France;02/04/2008 04:45;2/19/09 0:09
1/21/09 4:11;Product1;1169;Visa;Courtney;Suchdol;Prague;Czech Republic;9/30/08 10:39;2/19/09 0:55
01/10/2009 03:43;Product1;1312;Visa;stacy;Stuttgart;Baden-Wurttemberg;Germany;03/05/2006 15:01;2/19/09 3:11
1/15/09 18:08;Product2;1562;Amex;Monica;Villanova;PA;United States;01/12/2009 17:16;2/19/09 3:19
1/20/09 14:48;Product2;1658;Visa;Michael;Norrkoping;Ostergotland;Sweden;12/21/08 11:49;2/19/09 5:22
1/21/09 11:56;Product1;1203;Visa;Katrin;Zumikon;Zurich;Switzerland;3/21/06 13:30;2/19/09 7:05
1/30/09 6:18;Product2;1716;Mastercard;Louise;Balgach;St Gallen;Switzerland;1/14/06 2:40;2/19/09 7:10
01/12/2009 17:28;Product1;1164;Amex;Alfredo A;Las Vegas;NV;United States;12/03/2008 14:12;2/19/09 8:09
1/29/09 8:27;Product2;1905;Visa;Kerry;Prague;Central Bohemia;Czech Republic;1/27/09 8:53;2/19/09 8:41
1/24/09 12:43;Product1;1215;Visa;Saeko;Warwick;NY;United States;02/02/2008 16:37;2/19/09 10:28
01/07/2009 10:49;Product2;1604;Visa;VIOLETA;Silver Spring;MD;United States;09/01/2008 13:09;2/19/09 10:43
01/11/2009 17:06;Product1;1188;Visa;Antje;Sacramento;CA;United States;9/17/08 15:12;2/19/09 12:05
1/30/09 6:17;Product1;1130;Visa;janet;Blarney;Cork;Ireland;1/30/09 3:02;2/19/09 12:48
01/07/2009 10:52;Product1;1335;Visa;claire;Ballyneety;Limerick;Ireland;01/07/2009 09:42;2/19/09 14:32
1/27/09 6:20;Product1;1158;Mastercard;Nathalie;Haymarket;VA;United States;06/01/2006 12:04;2/19/09 16:52
1/21/09 20:02;Product1;1369;Mastercard;Daria;George Town;;Cayman Isls;01/10/2009 16:09;2/19/09 19:19
01/04/2009 16:23;Product1;1123;Visa;Judith L.;Scottsdale;AZ;United States;01/04/2009 16:04;2/19/09 19:35
01/06/2009 12:26;Product1;1202;Visa;Audinet;Cambridge;MA;United States;01/06/2009 08:40;2/19/09 19:44
01/11/2009 04:34;Product1;1391;Visa;William;Chalfont Saint Peter;England;United Kingdom;4/26/06 10:12;2/19/09 21:38
1/17/09 6:39;Product1;1241;Diners;Tatjana and Martin;Birmingham;England;United Kingdom;01/12/2008 07:00;2/19/09 23:30
01/04/2009 03:41;Product1;1210;Mastercard;Scott;Den Haag;Zuid-Holland;Netherlands;01/04/2005 12:43;2/20/09 0:24
01/12/2009 05:50;Product3;2533;Mastercard;Brona;Den Haag;Zuid-Holland;Netherlands;01/04/2005 12:43;2/20/09 0:24
01/03/2009 13:43;Product1;1128;Mastercard;Andree;Newmarket;Cork;Ireland;10/22/06 14:59;2/20/09 3:18
01/11/2009 06:51;Product1;1182;Visa;Aziz;Irpin';Kiev;Ukraine;01/11/2009 00:00;2/20/09 3:46
1/17/09 6:23;Product1;1217;Visa;Fernando;Grosseto;Tuscany;Italy;9/22/08 10:48;2/20/09 6:39
1/26/09 18:38;Product1;1372;Visa;Jo;Pembroke Pines;FL;United States;10/26/08 4:24;2/20/09 8:09
1/31/09 13:26;Product1;1245;Visa;Joern;Waterford;Ontario;Canada;12/13/08 18:12;2/20/09 8:27
1/21/09 2:20;Product2;1864;Visa;Melissa;Carouge;Geneve;Switzerland;1/16/09 7:06;2/20/09 8:38
1/18/09 13:25;Product1;1164;Visa;Melissa;Chester;CT;United States;1/15/09 11:57;2/20/09 10:08
1/18/09 18:57;Product1;1166;Mastercard;isabela;Reston;VA;United States;12/31/08 8:16;2/20/09 11:34
1/31/09 1:59;Product1;1276;Visa;Nacole;Milan;Lombardy;Italy;04/11/2005 02:40;2/20/09 11:41
1/25/09 16:08;Product1;1135;Diners;Jennifer;Vancouver;British Columbia;Canada;1/24/09 20:12;2/20/09 12:47
1/16/09 19:13;Product1;1246;Diners;Mary;Alpharetta;GA;United States;12/26/08 9:28;2/20/09 13:54
1/31/09 15:25;Product1;1369;Visa;Lisa;Ringgold;GA;United States;1/28/09 9:54;2/20/09 15:53
01/09/2009 08:57;Product1;1313;Diners;Debora;Wall;NJ;United States;1/21/08 10:27;2/20/09 16:45
01/04/2009 22:18;Product2;1740;Mastercard;Karoline;Powell River;British Columbia;Canada;11/27/08 16:06;2/20/09 21:45
01/10/2009 15:18;Product2;1840;Mastercard;Jo;Huntington Beach;CA;United States;10/17/07 14:56;2/20/09 22:24
1/16/09 19:47;Product1;1197;Amex;Kristen;Los Gatos;CA;United States;1/13/09 20:49;2/20/09 23:09
1/25/09 8:16;Product2;1862;Visa;Astrid;Oslo;Oslo;Norway;4/22/07 2:19;2/20/09 23:22
1/25/09 8:48;Product1;1338;Mastercard;Malinda;Oxford;England;United Kingdom;04/05/2008 13:20;2/21/09 1:36
1/17/09 9:12;Product1;1126;Amex;Sylvia;Alexandria;VA;United States;12/26/06 14:23;2/21/09 4:50
1/24/09 1:22;Product1;1324;Visa;Jupiterlina Elika;Rome;Lazio;Italy;10/19/04 2:38;2/21/09 6:04
1/27/09 15:09;Product1;1124;Visa;Aniko;Random Lake;WI;United States;1/15/09 12:50;2/21/09 7:37
1/25/09 21:49;Product1;1319;Mastercard;Petra;San Francisco;CA;United States;1/24/09 1:35;2/21/09 9:26
1/24/09 8:51;Product1;1280;Mastercard;Heather;Baluan;General Santos;Philippines;1/19/09 11:08;2/21/09 10:08
01/06/2009 14:08;Product1;1115;Mastercard;Kim;Brussels;Brussels (Bruxelles);Belgium;12/18/08 7:04;2/21/09 10:49
1/17/09 14:06;Product1;1157;Amex;Ruby;Bedford Corners;NY;United States;11/28/04 18:58;2/21/09 13:03
1/21/09 12:38;Product1;1382;Visa;Novy;Istanbul;Istanbul;Turkey;02/05/2007 12:43;2/21/09 13:55
1/30/09 23:49;Product2;1617;Visa;Stephanie;Hilversum;Noord-Holland;Netherlands;11/30/08 11:54;2/21/09 14:05
01/12/2009 12:00;Product1;1111;Mastercard;Tammy;Milford;ME;United States;07/06/2008 08:49;2/21/09 18:45
1/29/09 21:40;Product1;1347;Visa;Alessandra;Vancouver;British Columbia;Canada;6/17/08 19:23;2/21/09 20:32
1/24/09 13:38;Product1;1268;Mastercard;Cathy;Kidderminster;England;United Kingdom;12/22/08 3:57;2/22/09 0:00
1/25/09 13:50;Product2;1646;Visa;Scott;Lausanne;Vaud;Switzerland;1/25/09 10:09;2/22/09 3:33
01/12/2009 13:41;Product1;1396;Amex;dia;Claygate;England;United Kingdom;8/19/07 15:23;2/22/09 3:51
01/05/2009 11:44;Product1;1273;Visa;Lauren;Laasby;Arhus;Denmark;11/19/08 3:55;2/22/09 6:15
01/02/2009 08:31;Product1;1318;Visa;Line;Budaors;Pest;Hungary;10/23/08 8:15;2/22/09 7:06
1/31/09 7:13;Product1;1195;Amex;Sean;London;England;United Kingdom;01/03/2008 14:59;2/22/09 7:12
1/20/09 2:17;Product1;1134;Diners;Sarah;Santo Domingo City;Distrito Nacional;Dominican Republic;11/09/2008 01:26;2/22/09 11:21
1/25/09 20:15;Product1;1159;Visa;Brian;Croton On Hudson;NY;United States;1/23/09 22:33;2/22/09 11:51
1/25/09 19:44;Product1;1334;Mastercard;Lesa;Vespasiano;Minas Gerais;Brazil;01/06/2005 21:17;2/22/09 14:24
1/30/09 9:00;Product1;1287;Mastercard;james;Nashville;TN;United States;07/04/2007 21:35;2/22/09 15:58
01/07/2009 19:18;Product1;1355;Mastercard;loudon;Ottawa;Ontario;Canada;11/02/2007 20:26;2/22/09 16:06
01/04/2009 10:18;Product1;1136;Mastercard;Allison;Naples;FL;United States;11/08/2008 09:42;2/22/09 18:36
1/23/09 14:57;Product1;1149;Mastercard;Surat;Bridgewater;NJ;United States;7/29/08 12:00;2/22/09 18:48
01/12/2009 10:08;Product2;1880;Mastercard;Judy;Washington;DC;United States;5/31/08 12:03;2/22/09 18:58
1/19/09 4:22;Product1;1265;Diners;brian;Hagen;Lorraine;France;5/21/07 7:22;2/22/09 22:33
1/21/09 21:37;Product1;1170;Visa;Rachel;Taicheng;Guangdong;China;1/21/09 6:24;2/23/09 1:36
1/25/09 4:34;Product1;1326;Mastercard;Hilde;Groningen;Groningen;Netherlands;01/08/2009 05:16;2/23/09 3:12
1/30/09 1:09;Product1;1128;Mastercard;Tarja;Villars;Vaud;Switzerland;11/30/08 4:39;2/23/09 3:56
1/26/09 15:16;Product1;1136;Visa;Megan;Huntersville;NC;United States;12/22/08 20:09;2/23/09 5:14
1/15/09 15:56;Product2;1969;Visa;Charmain;Cartersburg;IN;United States;01/02/2008 10:51;2/23/09 6:24
01/02/2009 20:47;Product1;1198;Visa;Katharina;Flower Mound;TX;United States;9/23/08 20:57;2/23/09 6:56
1/25/09 9:36;Product1;1300;Visa;Zaneta;Rochester;MI;United States;1/24/09 10:36;2/23/09 6:58
1/20/09 20:09;Product1;1267;Visa;Jeannette;Dubai;Dubayy;United Arab Emirates;1/18/09 9:58;2/23/09 7:01
01/08/2009 11:14;Product2;1947;Visa;Liz;Langnau;Zurich;Switzerland;01/07/2009 10:25;2/23/09 7:17
01/06/2009 20:39;Product2;1865;Mastercard;Christiane;Mission;British Columbia;Canada;01/06/2009 09:44;2/23/09 8:55
01/06/2009 18:10;Product1;1154;Visa;Cherie;Columbus;OH;United States;12/22/08 14:12;2/23/09 11:35
01/11/2009 06:46;Product2;1514;Visa;Shiree;Clondalkin;Dublin;Ireland;8/25/07 5:48;2/23/09 11:56
1/19/09 14:26;Product1;1354;Mastercard;Tracey;Harold's Cross;Dublin;Ireland;01/06/2009 13:24;2/23/09 12:02
1/31/09 6:14;Product1;1339;Diners;Scott;Sag Harbor;NY;United States;6/27/08 4:15;2/23/09 13:36
01/06/2009 09:31;Product1;1188;Visa;Frances;San Diego;CA;United States;01/04/2009 03:18;2/23/09 15:39
1/21/09 7:31;Product1;1245;Mastercard;Beatrice;Wilmington;DE;United States;3/25/08 13:23;2/23/09 16:29
1/20/09 17:23;Product2;1832;Visa;Jessica;Toronto;Ontario;Canada;1/20/08 18:01;2/23/09 19:35
1/29/09 12:10;Product1;1213;Amex;Alison;Issaquah;WA;United States;11/01/2007 21:25;2/23/09 21:58
1/24/09 23:21;Product1;1342;Visa;elaine;Phuket;Phuket;Thailand;1/24/09 22:47;2/24/09 1:12
1/28/09 10:37;Product1;1294;Visa;Chevonne;Athina;Attiki;Greece;05/08/2008 04:26;2/24/09 2:58
1/30/09 14:36;Product1;1382;Visa;danielle;Geneve;Geneve;Switzerland;1/30/09 13:50;2/24/09 3:15
1/21/09 2:07;Product1;1124;Mastercard;Caroline and Jonathan;Chichester;England;United Kingdom;2/14/06 14:43;2/24/09 3:29
1/26/09 6:37;Product1;1224;Visa;manuela;Massagno;Ticino;Switzerland;06/04/2008 11:55;2/24/09 5:30
01/04/2009 14:27;Product1;1294;Visa;Carole;Cardiff;Wales;United Kingdom;12/14/05 10:47;2/24/09 7:30
01/09/2009 03:03;Product2;1954;Amex;Ghislaine;Ferney-Voltaire;Rhone-Alpes;France;3/28/08 5:53;2/24/09 8:10
01/08/2009 19:26;Product2;1555;Visa;Christian;Mableton;GA;United States;11/30/07 10:44;2/24/09 8:22
01/10/2009 16:02;Product1;1214;Visa;Hollie;San Diego;CA;United States;10/12/2007 13:03;2/24/09 8:32
01/06/2009 06:31;Product1;1250;Visa;mike;La Louviere;Hainaut;Belgium;01/03/2009 05:24;2/24/09 8:32
1/23/09 13:13;Product1;1244;Mastercard;Malahat;Minneapolis;MN;United States;04/03/2007 12:56;2/24/09 8:46
1/18/09 17:55;Product1;1319;Amex;Michaela;Mafra;Santa Catarina;Brazil;03/09/2008 09:39;2/24/09 10:09
01/05/2009 15:15;Product1;1198;Amex;Amy;Ashford;England;United Kingdom;8/18/05 2:04;2/24/09 10:35
01/02/2009 10:32;Product1;1235;Mastercard;Brandi;Edmonton;Alberta;Canada;12/24/08 15:23;2/24/09 12:08
1/25/09 9:27;Product1;1367;Visa;erin;London;England;United Kingdom;09/04/2006 14:35;2/24/09 13:37
01/05/2009 06:12;Product1;1100;Diners;Tracy;Lucca;Tuscany;Italy;01/04/2009 06:19;2/24/09 13:56
01/06/2009 02:41;Product1;1277;Visa;Polyxene;Perth;Western Australia;Australia;11/20/05 23:46;2/24/09 16:04
1/27/09 14:42;Product2;1568;Mastercard;Jean;Arlington;VA;United States;01/08/2009 11:01;2/24/09 16:38
01/08/2009 12:03;Product1;1322;Diners;Andrea;Calgary;Alberta;Canada;8/13/08 15:58;2/24/09 17:41
1/29/09 12:16;Product1;1278;Mastercard;Jessica;Chiefland;FL;United States;1/27/09 15:56;2/24/09 18:29
1/19/09 10:47;Product1;1160;Mastercard;David;Stavenger;Rogaland;Norway;1/13/09 13:53;2/25/09 0:40
